Ticker,Name,address,latitude,longitude,Price,Climate Chg Pol:Y,Equal Opp Pol:Y,Water Policy,Human Rights Pol:Y,Energy Effic Pol:Y,Bus Ethics Pol:Y,Biodiv Pol:Y,Registered State Location,Product/Geographic Revenue,Revenue T12M,ISIN,ICB Industry Name,ICB Sector Name,Registered Country Location,Total Water Withdrawal,Tot Wtr Use:Y,Tot Wtr Dschgd:Y,Wste Sent to Ldflls:Y,Waste Recycl:Y ,Total Waste:Y,Energy Consump:Y ,GHG Scope 3:Y,GHG Scope 2:Y,GHG Scope 1:Y
AON UN Equity,Anthem Inc,"Sunnyvale, California",37.3688301,-122.0363496,143.42,0,1,1,1,1,1,0,0,0,79156498432,US0367521038,Health Care,Health Care Equipment & Services,US,0,,,,,,,,,
APA UN Equity,Aon PLC,"Indianapolis, Indiana",39.7683331,-86.1583502,101.03,0,1,0,0,1,1,0,0,0,11682000128,GB00B5BT0K07,Financials,Nonlife Insurance,GB,0,281259,,,,,5400,,,
APC UN Equity,Apache Corp,"New York, New York",43.1561681,-75.8449946,49.19,0,1,1,0,1,1,1,0,0,6554000000,US0374111054,Oil & Gas,Oil & Gas Producers,US,194234,20091,84738,,,,22887.40039,,1400,11.82400036
APD UN Equity,Anadarko Petroleum Corp,"Whitehouse Station, New Jersey",40.61538,-74.7704409,45.75,1,1,1,1,1,1,1,0,0,9296000128,US0325111070,Oil & Gas,Oil & Gas Producers,US,31609.59961,199756,655433,,3.038500071,,114407,,1374.339966,
APH UN Equity,Air Products & Chemicals Inc,"Berwyn, Pennsylvania",40.04442,-75.43285387,141.85,0,1,0,1,1,1,1,0,0,9689900288,US0091581068,Basic Materials,Chemicals,US,0,,104872,3.99090004,,,,4269,11570,119.4990005
ARG UN Equity,Amphenol Corp,"Stamford, Connecticut",29.7589382,-95.3676974,57.78,0,1,0,0,0,1,0,0,0,5568700032,US0320951017,Industrials,Electronic & Electrical Equipment,US,0,,,,,,,,,10
ATVI UW Equity,Airgas Inc,"Thousand Oaks, California",34.17142715,-118.9105876,141.89,0,1,0,0,1,1,0,0,0,5321415936,US0093631028,Basic Materials,Chemicals,US,0,,,,,,,,,
AVB UN Equity,Activision Blizzard Inc,"Boston, Massachusetts",42.2586342,-87.840625,33.42,0,1,0,0,0,1,0,0,0,4664999936,US00507V1098,Consumer Goods,Leisure Goods,US,0,11954.09961,,,,,484.5979919,217,,476.0840149
AVGO UW Equity,AvalonBay Communities Inc,"Hamilton, Bermuda",39.7683331,-86.1583502,187.94,0,1,0,0,0,1,0,0,0,1856026016,US0534841012,Financials,Real Estate Investment Trusts,US,0,,,,,,,702.2730103,67.09899902,263.3240051
AVY UN Equity,Broadcom Ltd,"New York, New York",43.1561681,-75.8449946,154.97,0,0,0,1,0,1,0,0,0,6960000128,SG9999014823,Technology,Technology Hardware & Equipment,SG,0,109.7819977,,,72.24289703,116.5999985,1280,,,
AWK UN Equity,Avery Dennison Corp,"Cupertino, California",37.3230107,-122.0322519,71.57,1,1,0,1,1,1,0,0,0,5966899968,US0536111091,Basic Materials,Chemicals,US,0,,,100.3000031,,,55561.02734,,322.1000061,43.20700073
AXP UN Equity,American Water Works Co Inc,"Dublin, Ireland",53.3497645,-6.2602732,69.8,0,1,0,1,1,1,1,0,0,3159405056,US0304201033,Utilities,"Gas, Water & Multiutilities",US,0,,,,,,,,648.0670166,
AYI UN Equity,American Express Co,"Bethesda, Maryland",38.98130835,-77.12333453,58.86,0,1,0,0,1,1,0,0,0,34441000448,US0258161092,Financials,Financial Services,US,0,,,,,,,159.8860016,211.526001,670.09198
AZO UN Equity,AutoZone Inc,"Chandler, Arizona",33.3067132,-111.8408489,785.13,0,1,0,1,0,1,0,0,0,10426659840,US0533321024,Consumer Services,General Retailers,US,0,,,,,,,11110,,97.34899902
BA UN Equity,Boeing Co/The,"Dublin, Ireland",53.3497645,-6.2602732,127,1,1,0,1,1,1,0,0,0,96113999872,US0970231058,Industrials,Aerospace & Defense,US,0,6771.5,,,,,4060.139893,,1104,29.7670002
BAC UN Equity,Bank of America Corp,"Cheshire, Connecticut",41.4989861,-72.900658,12.85,1,1,0,1,1,1,1,0,0,94078001152,US0605051046,Financials,Banks,US,0,9817.709961,,44.28900146,70.73999786,115.0289993,2930.340088,,1224,
BAX UN Equity,Baxter International Inc,"Dallas, Texas",32.9862442,-96.75109557,41.73,1,1,0,1,1,1,1,0,0,12747000064,US0718131099,Health Care,Health Care Equipment & Services,US,0,15800,4243,16.81459999,51.88999939,76.43000031,2793.060059,,480,2.279999971
BBBY UW Equity,Bed Bath & Beyond Inc,"Newark, New Jersey",40.735657,-74.1723667,48.97,0,1,0,0,1,1,0,0,0,12103887104,US0758961009,Consumer Services,General Retailers,US,0,,,,,,,,,2.460999966
BBT UN Equity,BB&T Corp,"Houston, Texas",29.7589382,-95.3676974,32.44,0,1,0,0,0,1,0,0,0,10346000128,US0549371070,Financials,Banks,US,0,,,,,,,278.4909973,90.30999756,404.3370056
BBY UN Equity,Best Buy Co Inc,"San Rafael, California",37.9735346,-122.5310874,30.22,1,1,1,1,1,1,0,0,0,39528000512,US0865161014,Consumer Services,General Retailers,US,0,1500,,28.11790085,35.31930161,272.3269958,1610.839966,,474.32901,15.84899998
BCR UN Equity,CR Bard Inc,"New York, New York",43.1561681,-75.8449946,203.3,0,1,0,0,1,1,0,0,0,3415999936,US0673831097,Health Care,Health Care Equipment & Services,US,0,912.2161255,,,3.905699968,7.6177001,239.5858002,108.7050018,75.73999786,1080.810059
BDX UN Equity,Becton Dickinson and Co,"Redmond, Washington",47.64083365,-122.1273751,155.03,0,1,0,1,1,1,0,0,0,11216000000,US0758871091,Health Care,Health Care Equipment & Services,US,0,4452.050293,3408.175781,7.993999958,23.92000008,38.68299866,1264.592773,14940,192.9720001,85.18800354
BEN UN Equity,Franklin Resources Inc,"Newark, Delaware",39.6852191,-75.7508289,37.2,0,1,1,0,1,1,0,0,0,7642399872,US3546131018,Financials,Financial Services,US,0,,,,,,,,21.35099983,
BF/B UN Equity,Brown-Forman Corp,"Memphis, Tennessee",35.1490215,-90.0516285,95.55,1,1,1,1,1,1,1,0,0,3102000000,US1156372096,Consumer Goods,Beverages,US,0,3210.179932,1820,,,,746.8770142,130472.8359,73.80999756,52.20299911
BHI UN Equity,Baker Hughes Inc,"Santa Clara, California",37.3541132,-121.9551744,41.93,1,1,1,1,1,1,1,0,0,15741999616,US0572241075,Oil & Gas,"Oil Equipment, Services & Distribution",US,2940,2956,999,29,56,1011,988,,387,
BIIB UW Equity,Biogen Inc,"Tempe, Arizona",33.4144139,-111.9094474,273.04,0,1,1,1,1,1,0,0,0,10763764224,US09062X1037,Health Care,Pharmaceuticals & Biotechnology,US,677.136004,799.0205078,385.4649963,0.009,1.008999944,3.994999886,346.9328918,,44.5320015,0
BK UN Equity,Bank of New York Mellon Corp/The,"Decatur, Illinois",39.8454163,-88.9524151,35.67,1,1,0,1,1,1,0,0,0,15552999680,US0640581007,Financials,Financial Services,US,0,439.1390076,,1.661999941,3.566999912,5.755000114,436.4039917,,209.7220001,
BLK UN Equity,BlackRock Inc,"Columbus, Georgia",36.0325687,-86.7825235,328.37,0,1,0,0,0,1,0,0,0,11401000192,US09247X1019,Financials,Financial Services,US,0,,,,,,,,,
BLL UN Equity,Ball Corp,"Boise, Idaho",43.61656,-116.200835,70.64,0,1,0,1,0,0,0,0,0,7997000064,US0584981064,Industrials,General Industrials,US,0,6639.946777,,5.406099796,27.03030014,41.58499908,3424.02002,,898.4320068,
BMY UN Equity,Bristol-Myers Squibb Co,"Fort Lauderdale, Florida",26.1223084,-80.1433786,66.28,0,1,0,1,1,1,1,0,0,16560000000,US1101221083,Health Care,Pharmaceuticals & Biotechnology,US,0,,,,12.5,34.20000076,2916.669922,,235,
BRK/B UN Equity,Berkshire Hathaway Inc,"Amsterdam, New York",40.7559696,-73.98804473,140.81,0,0,0,0,0,1,0,0,0,2.11E+11,US0846707026,Financials,Nonlife Insurance,US,0,,,,,,,100.3040009,,1181.621948
BSX UN Equity,Boston Scientific Corp,"Roseland, New Jersey",40.8206555,-74.2937595,19.29,0,1,0,0,1,1,0,0,0,7477000064,US1011371077,Health Care,Health Care Equipment & Services,US,0,794.9730225,,,8.359999657,8.800000191,358,,,
BWA UN Equity,BorgWarner Inc,"Detroit, Michigan",42.3486635,-83.0567375,34.05,0,1,0,0,1,1,0,0,0,8023200000,US0997241064,Consumer Goods,Automobiles & Parts,US,0,,,,,,,58.12599945,,2329.810059
BXLT UN Equity,Baxalta Inc,"White Plains, New York",37.3688301,-122.0363496,40.34,,,0,,,,,0,0,6230000128,US07177M1036,Health Care,Health Care Equipment & Services,US,0,,,,,,,,,
BXP UN Equity,Boston Properties Inc,"New York, New York",43.1561681,-75.8449946,126.21,0,1,1,0,1,1,0,0,0,2490821056,US1011211018,Financials,Real Estate Investment Trusts,US,0,,,,,,,36.59999847,,4831.5
C UN Equity,Citigroup Inc,"New York, New York",43.1561681,-75.8449946,40.27,1,1,0,1,1,1,1,0,0,88274999296,US1729674242,Financials,Banks,US,0,5522.879883,,38.28900146,15.12300014,49.98799896,1820,,892.8189697,26.88699913
CA UW Equity,CA Inc,"Franklin Lakes, New Jersey",41.0167639,-74.2057012,30.07,0,1,1,1,1,1,0,0,0,4039000000,US12673P1057,Technology,Software & Computer Services,US,117.0599976,117.0599976,,102.5,0,102.5,142.7100067,,53.49000168,
CAG UN Equity,ConAgra Foods Inc,"Union, New Jersey",40.6652251,-74.3045277,46.09,1,1,1,1,1,1,0,0,0,12915299840,US2058871029,Consumer Goods,Food Producers,US,0,52809,,,,1405.672974,7483.72998,,1242.140869,
CAH UN Equity,Cardinal Health Inc,"Newark, New Jersey",40.735657,-74.1723667,83.76,0,1,0,0,0,1,0,0,0,1.12E+11,US14149Y1082,Consumer Services,Food & Drug Retailers,US,0,4837,,,39,50,1082,,219,7.835999966
CAT UN Equity,Caterpillar Inc,"Santa Monica, California",34.0195598,-118.4869739,74.17,1,1,1,1,1,1,0,0,0,47010999296,US1491231015,Industrials,Industrial Engineering,US,9544.219727,9544.219727,,67.59999847,608.4000244,676,7611.109863,,1400,
CB UN Equity,Chubb Ltd,"Fairfield, Connecticut",41.15967565,-73.257403,117.63,0,1,0,1,1,1,0,0,0,18992000000,CH0044328745,Financials,Nonlife Insurance,CH,0,,,,,,,65,40.70199966,2015
CBG UN Equity,CBRE Group Inc,"Irving, Texas",32.8629195,-96.97917017,28.04,0,1,1,1,1,1,0,0,0,10855810048,US12504L1098,Financials,Real Estate Investment & Services,US,0,,,,,,206.6799927,,30.60499954,13.58300018
CBS UN Equity,CBS Corp,"Cedar Rapids, Iowa",41.9758872,-91.6704053,53.58,0,1,0,0,0,1,0,0,0,13886000128,US1248572026,Consumer Services,Media,US,0,,,,,,,,,43.93600082
CCE UN Equity,Coca-Cola Enterprises Inc,"Deerfield, Illinois",42.1711365,-87.8445119,52.4,1,1,0,1,1,1,0,0,0,7011000064,US19122T1097,Consumer Goods,Beverages,US,0,8479.999023,2700,0.197400004,27.0291996,27.16500092,2001.002075,394.2680054,79.11699677,377
CCI UN Equity,Crown Castle International Corp,"Florham Park, New Jersey",,,86.77,,,0,,,,,0,0,3704381056,US22822V1017,Financials,Real Estate Investment Trusts,US,0,,,,,,,,,
CCL UN Equity,Carnival Corp,"Glendale, California",34.1423455,-118.2483671,51.18,1,1,0,1,1,1,1,0,0,15835000064,PA1436583006,Consumer Services,Travel & Leisure,PA,0,25632.59961,25458.90039,,128.9570007,477.5700073,36450.30078,250,66.2460022,439
CELG UW Equity,Celgene Corp,"Winona, Minnesota",44.049963,-91.6393152,107.11,1,1,1,1,1,1,1,0,0,9256000000,US1510201049,Health Care,Pharmaceuticals & Biotechnology,US,391.553009,391.553009,321.9689941,0.333000004,0.782999992,2.111999989,108.1210022,,14.93900013,5.28000021
CERN UW Equity,Cerner Corp,"Glendale, California",34.1423455,-118.2483671,55.98,0,1,0,0,0,1,0,0,0,4425267008,US1567821046,Technology,Software & Computer Services,US,0,,,,,,,14.41300011,,15460.14648
CF UN Equity,CF Industries Holdings Inc,"Hartford, Connecticut",44.9127229,-93.499059,29.19,0,1,0,0,1,1,0,0,0,4308300096,US1252691001,Basic Materials,Chemicals,US,0,,,,,,,,,7.360000134
CFG UN Equity,Citizens Financial Group Inc,"Las Vegas, Nevada",44.9772995,-93.2654692,20.79,,,0,,,,,0,0,5276000000,US1746101054,Financials,Banks,US,0,,,,,,,4.146999836,,57111.80078
CHD UN Equity,Church & Dwight Co Inc,"Dulles, Virginia",40.7281575,-74.0776417,93.92,0,1,0,0,0,1,0,0,0,3394800064,US1713401024,Consumer Goods,Household Goods & Home Construction,US,0,1733.800049,752.2979736,,11.15200043,41.10599899,444.5469971,,,
CHK UN Equity,Chesapeake Energy Corp,"Curaâè_ao,âè_Kingdom of the Netherlands",39.1014537,-84.5124602,3.61,0,1,1,0,0,1,0,0,0,12028000000,US1651671075,Oil & Gas,Oil & Gas Producers,US,0,,,,,,,,,
CHRW UW Equity,CH Robinson Worldwide Inc,"Minneapolis, Minnesota",47.6960491,8.634513,71.85,0,1,0,0,0,1,0,0,0,13476084224,US12541W2098,Industrials,Industrial Transportation,US,0,,,,,,,,,0.623000026
CI UN Equity,Cigna Corp,"Broomfield, Colorado",39.9203827,-105.0691464,131.86,0,1,0,0,1,1,0,0,0,37818999808,US1255091092,Health Care,Health Care Equipment & Services,US,0,,,,,,228.973999,5319.370117,78.71700287,109.2890015
CINF UW Equity,Cincinnati Financial Corp,"Rockville, Maryland",39.0840054,-77.1527573,64.31,0,1,1,0,1,1,0,0,0,5142000000,US1720621010,Financials,Nonlife Insurance,US,0,,,,,,,,,
CL UN Equity,Colgate-Palmolive Co,"Deerfield, Illinois",42.1711365,-87.8445119,70.64,1,1,0,1,1,1,1,0,0,16034000128,US1941621039,Consumer Goods,Personal Goods,US,0,8775.459961,3424.079834,38.81999969,79.58000183,142.7599945,2874.73999,,437.5599976,2.134000063
CLX UN Equity,Clorox Co/The,"Charlotte, North Carolina",35.2270869,-80.8431268,128.66,0,1,1,1,1,1,1,0,0,5692999808,US1890541097,Consumer Goods,Household Goods & Home Construction,US,0,3164.75,,9.152000427,,9.152000427,1020,,248,8.963000298
CMA UN Equity,Comerica Inc,"Winston-Salem, North Carolina",36.0998131,-80.2440518,36.55,1,1,0,1,1,1,0,0,0,2835000000,US2003401070,Financials,Banks,US,0,349.7850037,,1.574599981,2.650000095,4.224500179,146.9389954,37448.5,64.67700195,68.94599915
CMCSA UW Equity,Comcast Corp,"Chicago, Illinois",41.86898915,-87.64856246,61.4,0,1,0,0,1,1,0,0,0,74510000128,US20030N1019,Consumer Services,Media,US,0,,,,,,,,,
CME UW Equity,CME Group Inc/IL,"McKinney, Texas",32.4609764,-84.9877094,92.22,0,1,0,0,0,1,0,0,0,3326800064,US12572Q1058,Financials,Financial Services,US,0,,,,,,,,,
CMG UN Equity,Chipotle Mexican Grill Inc,"Baltimore, Maryland",41.2587317,-95.9378732,450.6,0,1,0,0,0,1,0,0,0,4501222976,US1696561059,Consumer Services,Travel & Leisure,US,0,,,,,,,19.97699928,,11850.51465
CMI UN Equity,Cummins Inc,"Weston, Massachusetts",42.3667625,-71.3031132,105.09,0,1,0,1,1,1,0,0,0,19110000640,US2310211063,Industrials,Industrial Engineering,US,0,3679.588135,,22.10700035,165,183,3747.323975,,530.4520264,
CMS UN Equity,CMS Energy Corp,"New York, New York",43.1561681,-75.8449946,41.57,1,1,1,0,1,1,1,0,0,6456000000,US1258961002,Utilities,Electricity,US,0,,,,,,,,,
CNC UN Equity,Centene Corp,"Warsaw, Indiana",40.7670126,-111.8904308,61.92,,,0,,,,,0,0,22760000000,US15135B1017,Health Care,Health Care Equipment & Services,US,0,,,,,,,,,
CNP UN Equity,CenterPoint Energy Inc,"New York, New York",43.1561681,-75.8449946,20.73,0,1,0,1,1,1,0,0,0,7386000000,US15189T1079,Utilities,"Gas, Water & Multiutilities",US,0,,,,,,,,,
COF UN Equity,Capital One Financial Corp,"Houston, Texas",29.7589382,-95.3676974,66.58,1,1,1,0,1,1,0,0,0,25038000128,US14040H1059,Financials,Financial Services,US,0,1036.76001,,,,,452.0369873,26.10499954,232.7030029,8524
COG UN Equity,Cabot Oil & Gas Corp,"Northfield, Illinois",42.09975,-87.7808967,23.27,0,1,1,0,0,1,0,0,0,1436888992,US1270971039,Oil & Gas,Oil & Gas Producers,US,0,,,,,,,97.98899841,,1339.442017
COH UN Equity,Coach Inc,"Vernier, Switzerland",43.1561681,-75.8449946,40.31,0,0,0,0,0,1,0,0,0,4237499904,US1897541041,Consumer Goods,Personal Goods,US,0,,,,,,,,,
COL UN Equity,Rockwell Collins Inc,"Cleveland, Ohio",41.5051613,-81.6934446,91.69,0,1,1,1,1,1,0,0,0,5186999808,US7743411016,Industrials,Aerospace & Defense,US,0,,,,,,,,119.4670029,38.18180084
COP UN Equity,ConocoPhillips,Washington D.C,38.9025249,-77.02297467,40.31,1,1,0,1,1,1,1,0,0,29564000256,US20825C1045,Oil & Gas,Oil & Gas Producers,US,0,,32399,,327.2659912,479.230011,71706.60156,7022.330078,1421.410034,107.0749969
COST UW Equity,Costco Wholesale Corp,"Cool Valley, Missouri",38.7278287,-90.310114,152.03,0,1,1,0,1,1,0,0,0,1.17E+11,US22160K1051,Consumer Services,General Retailers,US,0,,,,,,,,1157.671021,
CPB UN Equity,Campbell Soup Co,"Creve Coeur, Missouri",38.6608855,-90.4226181,63.86,0,1,0,0,0,1,0,0,0,7996999936,US1344291091,Consumer Goods,Food Producers,US,0,21029.16602,16529,38.7820015,240.5339966,279.3160095,2517.684082,80,317.2080078,1570
CPGX UN Equity,Columbia Pipeline Group Inc,"Deerfield, Illinois",34.1816482,-118.3258554,25.21,0,1,0,0,1,1,0,0,0,1334900000,US1982801094,Oil & Gas,"Oil Equipment, Services & Distribution",US,0,,,,,,,134.029007,,915.7639771
CRM UN Equity,salesforce.com inc,"New Brunswick, New Jersey",40.4862174,-74.4518173,75.32,0,1,0,0,1,1,0,0,0,6667216000,US79466L3024,Technology,Software & Computer Services,US,0,,,,,,140.2779999,,71.47899628,
CSCO UW Equity,Cisco Systems Inc,"Seattle, Washington",47.6038321,-122.3300624,27.6,1,1,1,1,1,1,1,0,0,49589000192,US17275R1023,Technology,Technology Hardware & Equipment,US,0,2179,,,3.963999987,5.308000088,1810,,724.8389893,
CSRA UN Equity,CSRA Inc,"Tulsa, Oklahoma",51.5073219,-0.1276474,25.75,,,0,,,,,0,0,,US12650T1043,Technology,Software & Computer Services,US,0,,,,,,,,,
CSX UW Equity,CSX Corp,"Sunnyvale, California",37.3688301,-122.0363496,24.62,0,1,0,1,1,1,1,0,0,11811000064,US1264081035,Industrials,Industrial Transportation,US,0,6594.490234,,65.59870148,121.0159988,216.6390076,22470.30078,,327.5280151,3.941999912
CTAS UW Equity,Cintas Corp,"Cincinnati, Ohio",39.1014537,-84.5124602,88.93,0,0,0,0,0,1,0,0,0,4776635904,US1729081059,Industrials,Support Services,US,0,,,,,,,,,
CTL UN Equity,CenturyLink Inc,"Houston, Texas",29.7589382,-95.3676974,31.87,0,1,0,1,1,1,0,0,0,17899999744,US1567001060,Telecommunications,Fixed Line Telecommunications,US,2044,2044,,,5.820000172,16.35099983,4721,434.7340088,2080.179932,360.6279907
CTSH UW Equity,Cognizant Technology Solutions Corp,"Columbus, Ohio",39.9622601,-83.0007065,59.99,1,1,1,1,1,1,0,0,0,12416000000,US1924461023,Technology,Software & Computer Services,US,1589.233041,2097.787598,,,,1.31190002,275.4195862,621.7999878,188.2550049,280
CTXS UW Equity,Citrix Systems Inc,"Stamford, Connecticut",41.0534302,-73.5387341,77.26,0,1,0,0,1,1,0,0,0,3275593984,US1773761002,Technology,Software & Computer Services,US,0,,,,,,,,,3.029999971
CVC UN Equity,Cablevision Systems Corp,"Atlanta, Georgia",33.7490987,-84.3901849,32.76,0,1,0,0,0,1,0,0,0,6509742976,US12686C1099,Consumer Services,Media,US,0,,,,,,,,,
CVS UN Equity,CVS Health Corp,"Teaneck, New Jersey",40.9109742,-73.99449186,100.94,1,1,1,1,1,1,0,0,0,1.53E+11,US1266501006,Consumer Services,Food & Drug Retailers,US,0,6200,,0.044,50.76300049,,3324.004639,1191,1468.000122,233.4900055
CVX UN Equity,Chevron Corp,"Raleigh, North Carolina",35.7804015,-78.6390779,94.79,1,1,1,1,1,1,1,0,0,1.23E+11,US1667641005,Oil & Gas,Oil & Gas Producers,US,126000,217000,,,,,205833,,3849.319092,
CXO UN Equity,Concho Resources Inc,"El Segundo, California",33.911731,-118.3836804,103.13,0,1,0,0,0,1,0,0,0,2436489024,US20605P1012,Oil & Gas,Oil & Gas Producers,US,0,,,,,,,,,21.15500069
D UN Equity,Dominion Resources Inc/VA,"Auburn Hills, Michigan",42.6647495,-83.23093751,72.97,1,1,0,0,1,1,1,0,0,11683000064,US25746U1097,Utilities,Electricity,US,0,12176500,,,0.041999999,,,,,
DAL UN Equity,Delta Air Lines Inc,"Cincinnati, Ohio",39.1014537,-84.5124602,45.8,1,1,1,1,0,1,0,0,0,40704001024,US2473617023,Consumer Services,Travel & Leisure,US,0,792.3197021,417.9504089,1.404999971,1.085000038,3.359999895,139109.6719,,336.7869873,
DD UN Equity,EI du Pont de Nemours & Co,"Hartford, Connecticut",41.7655582,-72.69061266,62.81,1,1,0,1,1,1,1,0,0,27938999808,US2635341090,Basic Materials,Chemicals,US,0,130800,,369.9100037,,439.2739868,27198.30078,,2659.27002,18.70599937
DE UN Equity,Deere & Co,"Chicago, Illinois",41.86898915,-87.64856246,76.18,0,1,0,1,1,1,0,0,0,28004299776,US2441991054,Industrials,Industrial Engineering,US,0,,,,,,,,1066.579956,
DFS UN Equity,Discover Financial Services,"King of Prussia, Pennsylvania",35.04652375,-85.29873402,50.26,0,1,0,0,0,1,0,0,0,10002000384,US2547091080,Financials,Financial Services,US,0,,,,,,,,,9.600000381
DG UN Equity,Dollar General Corp,"Oak Brook, Illinois",41.8328085,-87.9289504,83.72,0,1,0,0,0,1,0,0,0,20368562176,US2566771059,Consumer Services,General Retailers,US,0,,,,,,,2233.97998,,178
DGX UN Equity,Quest Diagnostics Inc,"Melville, New York",40.7934322,-73.4151214,71.98,0,1,0,0,0,1,0,0,0,7492999936,US74834L1008,Health Care,Health Care Equipment & Services,US,0,796.5720215,,,8.421999931,28.70899963,662.5,,187.7700043,
DHI UN Equity,DR Horton Inc,"New York, New York",43.1561681,-75.8449946,30.25,0,1,0,0,0,1,0,0,0,10937699840,US23331A1097,Consumer Goods,Household Goods & Home Construction,US,0,,,,,,,,,
DHR UN Equity,Danaher Corp,"Plymouth, Minnesota",45.0065149,-93.46651,93.28,0,1,0,0,0,1,0,0,0,20908599808,US2358511028,Industrials,General Industrials,US,0,5523.006836,,,21.13400078,43.29999924,447.427002,47.77099991,205.2680054,2901.370117
